rank,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category
508,155362,Ca$h 'n Guns (Second Edition),4,8,30,30,30,2014,6.99872,6.8199,9059,10,"Player Elimination, Simultaneous Action Selection, Take That, Variable Player Powers",13670,"Bluffing, Fighting, Humor, Mafia, Negotiation, Party Game"
509,170771,Sword & Sorcery,1,5,90,60,90,2017,8.20741,6.81984,1463,12,"Action Point Allowance System, Area Movement, Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",3848,"Adventure, Fantasy, Fighting, Miniatures"
510,212445,Blood Bowl (2016 edition),2,2,120,45,120,2016,8.22261,6.81895,1197,12,"Dice Rolling, Grid Movement, Variable Player Powers",2860,"Fantasy, Fighting, Miniatures, Sports"
511,148319,Tragedy Looper,2,4,120,120,120,2011,7.32403,6.81847,3149,13,"Grid Movement, Memory, Partnerships",6225,"Bluffing, Deduction, Murder/Mystery"
512,9440,Maharaja: The Game of Palace Building in India,2,5,90,90,90,2004,7.15424,6.81835,4607,12,"Area Control / Area Influence, Point to Point Movement, Route/Network Building, Simultaneous Action Selection, Variable Player Powers",5142,City Building
513,12902,Carcassonne: The City,2,4,45,30,45,2004,7.20889,6.818,3938,8,"Area Control / Area Influence, Tile Placement",5731,"City Building, Medieval"
514,179275,One Deck Dungeon,1,2,45,30,45,2016,7.33413,6.81727,3289,14,"Co-operative Play, Deck / Pool Building, Dice Rolling",8142,"Card Game, Dice, Fantasy, Medieval, Video Game Theme"
515,69779,Polis: Fight for the Hegemony,2,2,120,90,120,2012,7.73197,6.81344,1702,12,"Area Control / Area Influence, Area Movement, Dice Rolling, Simulation, Variable Phase Order",2923,"Ancient, Civilization, Economic, Fighting, Territory Building"
516,2955,Mexica,2,4,90,90,90,2002,7.2019,6.81249,3947,10,"Action Point Allowance System, Area Control / Area Influence, Area Enclosure, Grid Movement, Tile Placement",5992,"Abstract Strategy, City Building, Territory Building"
517,234487,Altiplano,2,5,120,60,120,2017,7.61684,6.8113,1913,12,"Action Point Allowance System, Deck / Pool Building, Variable Player Powers",2888,none
518,1041,San Marco,3,4,90,90,90,2001,7.18569,6.81096,3945,10,"Area Control / Area Influence, Card Drafting",4093,"Medieval, Political"
519,491,Web of Power,3,5,60,50,60,2000,7.30241,6.81026,3130,12,"Area Control / Area Influence, Card Drafting, Hand Management, Route/Network Building",2932,"Medieval, Territory Building"
520,200147,Kanagawa,2,4,45,45,45,2016,7.22604,6.80884,3796,10,"Card Drafting, Pattern Building, Press Your Luck, Set Collection, Worker Placement",6212,none
521,145659,Scoville,2,6,90,60,90,2014,7.22053,6.80864,3658,13,"Auction/Bidding, Grid Movement, Set Collection",5589,Farming
522,203416,Exit: The Game – The Pharaoh's Tomb,1,6,90,45,90,2016,7.40374,6.80852,2453,12,Co-operative Play,5453,"Deduction, Real-time"
523,98351,Core Worlds,2,5,120,60,120,2011,7.22414,6.80721,3571,10,"Card Drafting, Deck / Pool Building, Hand Management",4479,"Card Game, Civilization, Science Fiction, Space Exploration"
524,119788,Hyperborea,2,6,90,90,90,2014,7.28799,6.80715,3299,12,"Area Control / Area Influence, Deck / Pool Building, Grid Movement, Modular Board, Variable Player Powers",4453,"Civilization, Exploration, Fighting"
525,2453,Blokus,2,4,20,20,20,2000,6.91925,6.80707,18638,5,"Area Enclosure, Hand Management, Tile Placement",23491,"Abstract Strategy, Territory Building"
526,71721,Space Hulk: Death Angel – The Card Game,1,6,60,30,60,2010,6.99062,6.80509,10674,13,"Action / Movement Programming, Co-operative Play, Dice Rolling, Hand Management, Variable Player Powers",18953,"Card Game, Fighting, Science Fiction"
527,169124,Flick 'em Up!,2,10,45,30,45,2015,7.093,6.80492,5370,7,"Partnerships, Pick-up and Deliver",10373,"Action / Dexterity, American West, Fighting"
528,8125,Santiago,3,5,75,75,75,2003,7.13287,6.8048,4493,10,"Area Control / Area Influence, Auction/Bidding, Commodity Speculation, Tile Placement",4029,"Farming, Negotiation"
529,201921,Tiny Epic Quest,1,4,60,30,60,2017,7.33402,6.80401,3158,14,"Area Movement, Dice Rolling, Modular Board, Press Your Luck",9769,"Adventure, Fantasy, Video Game Theme"
530,66356,Dungeons & Dragons: Wrath of Ashardalon Board Game,1,5,60,60,60,2011,7.20147,6.80308,4979,12,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Role Playing, Variable Player Powers",9778,"Adventure, Exploration, Fantasy, Fighting, Miniatures"
531,108784,Ascension: Storm of Souls,1,4,30,30,30,2011,7.33629,6.80295,3033,13,"Card Drafting, Deck / Pool Building, Hand Management",4674,"Card Game, Fantasy"
532,165401,Wir sind das Volk!,2,2,150,60,150,2014,7.90879,6.80189,1352,12,"Campaign / Battle Card Driven, Card Drafting, Simulation",2645,Political
533,106217,Hawaii,2,5,90,90,90,2011,7.20745,6.80185,3646,13,"Action Point Allowance System, Area Movement, Modular Board",3926,none
534,156566,Lords of Xidit,3,5,90,90,90,2014,7.21011,6.8016,3585,14,"Action / Movement Programming, Area Control / Area Influence, Pick-up and Deliver, Point to Point Movement, Simultaneous Action Selection",5549,Fantasy
535,53953,Thunderstone,1,5,60,60,60,2009,6.98614,6.80073,9375,12,"Card Drafting, Deck / Pool Building, Hand Management",9911,"Card Game, Fantasy, Fighting"
536,13642,Louis XIV,2,4,100,75,100,2005,7.09808,6.79948,5107,12,"Area Control / Area Influence, Hand Management, Modular Board, Set Collection",6098,"Age of Reason, Card Game, Political"
537,52461,Legacy: The Testament of Duke de Crecy,1,4,60,60,60,2013,7.23742,6.79823,3384,8,"Card Drafting, Hand Management, Set Collection, Worker Placement",4441,"Age of Reason, Card Game, Economic"
538,171273,FUSE,1,5,10,10,10,2015,7.16221,6.79783,4327,10,"Card Drafting, Co-operative Play, Dice Rolling, Pattern Building",6827,"Action / Dexterity, Dice, Real-time"
539,129948,The Palaces of Carrara,2,4,60,60,60,2012,7.23877,6.79701,3246,10,"Set Collection, Tile Placement",3817,"City Building, Economic, Medieval"
540,40628,Finca,2,4,45,45,45,2009,7.05692,6.7966,5932,10,"Commodity Speculation, Set Collection",5602,"Economic, Farming"
541,17405,1846: The Race for the Midwest,3,5,240,240,240,2005,8.08064,6.79641,1120,14,"Route/Network Building, Stock Holding, Tile Placement",2105,"Economic, Trains"
542,29368,Last Night on Earth: The Zombie Game,2,6,90,60,90,2007,6.99529,6.79578,12643,12,"Dice Rolling, Hand Management, Modular Board, Partnerships, Roll / Spin and Move, Variable Player Powers",16580,"Fighting, Horror, Miniatures, Zombies"
543,108906,Thunder Alley,2,7,90,90,90,2014,7.39587,6.79434,2510,10,Hand Management,3303,"Racing, Sports"
544,161417,Red7,2,4,30,5,30,2014,6.98813,6.79365,8479,9,"Hand Management, Player Elimination, Set Collection",12671,"Card Game, Number"
545,240,Britannia,3,5,240,240,240,1986,7.22158,6.79222,3733,12,"Area Movement, Dice Rolling, Variable Player Powers, Voting",5301,"Civilization, Medieval, Wargame"
546,218417,Aeon's End: War Eternal,1,4,60,60,60,2017,8.61382,6.79121,883,14,"Card Drafting, Co-operative Play, Deck / Pool Building, Hand Management, Variable Phase Order, Variable Player Powers",2638,"Card Game, Fantasy, Science Fiction"
547,85897,Thunderstone: Dragonspire,1,5,45,45,45,2011,7.38298,6.7912,2509,12,"Card Drafting, Deck / Pool Building, Hand Management",4099,"Card Game, Fantasy"
548,232832,Century: Golem Edition,2,5,45,30,45,2017,7.89003,6.79113,1388,8,"Card Drafting, Deck / Pool Building, Hand Management, Set Collection",2887,"Card Game, Economic, Fantasy"
549,72225,CO₂,1,5,120,120,120,2012,7.2479,6.79107,3256,12,"Area Control / Area Influence, Card Drafting, Worker Placement",3949,"Economic, Environmental, Industry / Manufacturing"
550,699,HeroQuest,2,5,90,90,90,1989,7.0795,6.7904,9114,10,"Dice Rolling, Grid Movement, Modular Board, Partnerships, Role Playing, Roll / Spin and Move, Variable Player Powers",13464,"Adventure, Exploration, Fantasy, Fighting, Miniatures"
551,213893,Yamataï,2,4,80,40,80,2017,7.3153,6.78965,2987,13,"Modular Board, Route/Network Building",4821,Mythology
552,202408,Adrenaline,3,5,60,30,60,2016,7.2281,6.7896,3456,12,"Action Point Allowance System, Area Control / Area Influence, Card Drafting, Grid Movement, Hand Management",4909,"Fighting, Miniatures, Science Fiction, Video Game Theme"
553,169654,Deep Sea Adventure,2,6,30,30,30,2014,7.12436,6.78835,4751,8,"Pick-up and Deliver, Press Your Luck, Roll / Spin and Move",6868,"Dice, Exploration, Nautical, Party Game"
554,72321,The Networks,1,5,90,60,90,2016,7.30955,6.78801,2925,13,"Card Drafting, Set Collection",5085,"Economic, Movies / TV / Radio theme"
555,939,Star Wars: The Queen's Gambit,2,4,120,120,120,2000,7.55093,6.7849,1953,12,"Campaign / Battle Card Driven, Simultaneous Action Selection",2265,"Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame"
556,89409,BattleCON: War of Indines,2,4,15,15,15,2010,7.84005,6.78283,1442,9,"Hand Management, Point to Point Movement, Rock-Paper-Scissors, Simultaneous Action Selection, Variable Player Powers",2751,"Card Game, Fighting, Print & Play"
557,95064,Ascension: Return of the Fallen,1,2,30,30,30,2011,7.31813,6.77531,2889,13,"Card Drafting, Deck / Pool Building, Hand Management",4536,"Card Game, Fantasy"
558,2398,Cribbage,2,4,30,30,30,1630,7.02779,6.77438,6655,10,Hand Management,9499,Card Game
559,194879,Not Alone,2,7,45,30,45,2016,7.16953,6.77377,4053,10,"Action / Movement Programming, Deck / Pool Building, Hand Management, Partnerships",6739,"Bluffing, Card Game, Deduction, Science Fiction"
560,174570,Legendary Encounters: A Predator Deck Building Game,1,5,45,45,45,2015,7.59535,6.77272,1829,17,"Card Drafting, Co-operative Play, Deck / Pool Building, Player Elimination",4190,"Card Game, Movies / TV / Radio theme, Science Fiction"
561,45986,Stronghold,2,4,120,120,120,2009,7.22674,6.77223,3198,10,"Action Point Allowance System, Area Control / Area Influence, Point to Point Movement, Variable Player Powers",4973,"Fantasy, Fighting, Medieval"
562,203417,Exit: The Game – The Secret Lab,1,6,150,45,150,2016,7.32654,6.77218,2562,12,Co-operative Play,5530,"Deduction, Puzzle, Real-time"
563,170561,Valeria: Card Kingdoms,1,5,45,30,45,2016,7.49088,6.77072,2136,13,"Card Drafting, Deck / Pool Building, Dice Rolling",3755,"Card Game, Dice, Fantasy"
564,168917,Smash Up: Pretty Pretty Smash Up,2,2,45,45,45,2015,7.3943,6.76978,2469,14,"Area Control / Area Influence, Hand Management, Variable Player Powers",8653,"Animals, Card Game, Fantasy, Humor"
565,191977,The Castles of Burgundy: The Card Game,1,4,60,30,60,2016,7.16506,6.76813,3802,12,"Card Drafting, Hand Management, Set Collection",8266,Card Game
566,45,Liar's Dice,2,6,30,15,30,1800,6.92017,6.76731,10403,8,"Betting/Wagering, Dice Rolling, Player Elimination",12845,"Bluffing, Dice, Movies / TV / Radio theme, Party Game"
567,554,La Città,2,5,120,120,120,2000,7.08157,6.76725,4801,12,"Area Control / Area Influence, Card Drafting, Commodity Speculation, Modular Board, Tile Placement",6052,"City Building, Civilization, Renaissance, Territory Building"
568,229220,Santa Maria,1,4,90,45,90,2017,7.75781,6.76706,1553,12,"Dice Rolling, Tile Placement, Variable Player Powers",2251,"Civilization, Farming"
569,196326,Love Letter Premium,2,8,30,20,30,2016,7.66341,6.76646,1726,8,"Hand Management, Player Elimination",3842,"Card Game, Deduction"
570,147151,Concept,4,12,40,40,40,2013,6.92539,6.76538,10407,10,Partnerships,15891,"Deduction, Party Game"
571,153016,Telestrations: 12 Player Party Pack,4,12,30,0,30,2011,7.78661,6.76484,1414,12,"Line Drawing, Paper-and-Pencil",2839,Party Game
572,160851,Lanterns: The Harvest Festival,2,4,30,30,30,2015,7.01032,6.76347,6512,8,"Hand Management, Pattern Building, Set Collection, Tile Placement",11297,none
573,19600,Antike,2,6,120,120,120,2005,7.10967,6.76315,4391,12,"Area Control / Area Influence, Area Movement",3593,"Ancient, Civilization, Fighting, Nautical, Territory Building"
574,8051,Attika,2,4,60,45,60,2003,7.02025,6.76223,6070,10,"Modular Board, Route/Network Building, Tile Placement",5564,"Ancient, City Building, Territory Building"
575,37380,Roll Through the Ages: The Bronze Age,1,4,45,30,45,2008,6.90027,6.76155,10541,8,"Dice Rolling, Paper-and-Pencil",11743,"Ancient, City Building, Civilization, Dice"
576,160018,Smash Up: Monster Smash,2,2,45,30,45,2014,7.4108,6.76006,2346,12,"Area Control / Area Influence, Hand Management, Take That, Variable Player Powers",7886,"Card Game, Fantasy, Humor, Mythology, Science Fiction, Zombies"
577,171669,Discoveries,2,4,60,60,60,2015,7.18006,6.75911,3322,14,"Deck / Pool Building, Dice Rolling, Set Collection, Worker Placement",5014,"American West, Dice"
578,432,6 nimmt!,2,10,45,45,45,1994,6.88766,6.75883,13817,8,"Hand Management, Simultaneous Action Selection",18612,Card Game
579,51,Ricochet Robots,1,99,30,30,30,1999,6.9983,6.75781,6824,10,"Grid Movement, Modular Board",6825,"Abstract Strategy, Maze, Puzzle, Real-time"
580,1822,Wilderness War,2,2,180,180,180,2001,7.75904,6.75452,1475,12,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",3371,"Age of Reason, American Indian Wars, Wargame"
581,904,Dream Factory,2,5,60,60,60,2000,7.06256,6.7531,4570,10,"Auction/Bidding, Set Collection",4713,Movies / TV / Radio theme
582,173,Formula Dé,2,10,120,120,120,1991,6.98873,6.75299,7301,10,"Grid Movement, Partnerships, Player Elimination, Press Your Luck, Roll / Spin and Move, Simulation",7437,"Racing, Sports"
583,30645,Tammany Hall,3,5,90,90,90,2007,7.26487,6.75216,2825,12,"Area Control / Area Influence, Auction/Bidding, Variable Player Powers",3829,"Negotiation, Political, Territory Building"
584,172047,The Others,2,5,90,90,90,2016,7.55322,6.75215,2227,14,"Area Control / Area Influence, Area Movement, Dice Rolling, Modular Board, Variable Player Powers",5221,"Fantasy, Fighting, Horror, Miniatures"
585,26990,Container,3,5,90,90,90,2007,7.12253,6.75078,3763,0,"Auction/Bidding, Commodity Speculation, Pick-up and Deliver, Set Collection",2744,"Economic, Industry / Manufacturing, Nautical, Transportation"
586,122298,Morels,2,2,30,30,30,2012,7.04811,6.74989,5348,10,"Card Drafting, Hand Management, Memory, Set Collection",9172,"Card Game, Educational"
587,65244,Forbidden Island,2,4,30,30,30,2010,6.83616,6.74863,31681,10,"Action Point Allowance System, Co-operative Play, Grid Movement, Hand Management, Modular Board, Pick-up and Deliver, Set Collection, Variable Player Powers",52839,"Adventure, Fantasy"
588,1301,Netrunner,2,2,45,45,45,1996,7.44509,6.7473,2178,10,Action Point Allowance System,3007,"Card Game, Collectible Components, Science Fiction"
589,22825,Tide of Iron,2,4,120,120,120,2007,7.23878,6.74591,3568,12,"Action Point Allowance System, Dice Rolling, Hand Management, Hex-and-Counter, Modular Board, Partnerships, Time Track",5676,"Miniatures, Wargame, World War II"
590,131646,Merchant of Venus (second edition),1,4,240,120,240,2012,7.20226,6.74537,3142,14,"Commodity Speculation, Dice Rolling, Pick-up and Deliver, Point to Point Movement, Roll / Spin and Move",5873,"Economic, Exploration, Science Fiction, Space Exploration, Transportation"
591,175117,Celestia,2,6,30,30,30,2015,7.07291,6.74437,4757,8,"Betting/Wagering, Dice Rolling, Press Your Luck",6694,"Adventure, Aviation / Flight, Card Game, Fantasy"
592,161866,Zombicide Season 3: Rue Morgue,1,12,180,60,180,2015,7.6845,6.74397,1778,14,"Action Point Allowance System, Co-operative Play, Dice Rolling, Hand Management, Modular Board, Partnerships, Variable Player Powers",5261,"Horror, Miniatures, Zombies"
593,67492,Battles of Westeros,2,2,120,60,120,2010,7.34418,6.74209,2554,12,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",4593,"Fantasy, Fighting, Medieval, Miniatures, Novel-based, Wargame"
594,66505,The Speicherstadt,2,5,45,45,45,2010,7.06278,6.74136,4294,8,"Auction/Bidding, Set Collection",4356,Economic
595,224597,Warhammer Underworlds: Shadespire,2,2,30,30,30,2017,8.2268,6.74122,1256,12,"Area Control / Area Influence, Deck / Pool Building, Dice Rolling, Grid Movement, Hand Management, Modular Board, Variable Player Powers",2418,"Card Game, Collectible Components, Dice, Fantasy, Fighting, Miniatures"
596,8045,Princes of the Renaissance,3,6,180,180,180,2003,7.4455,6.74091,1943,12,"Area Control / Area Influence, Auction/Bidding, Dice Rolling, Variable Player Powers",2417,"Economic, Negotiation, Renaissance"
597,98229,Pictomania,3,6,25,25,25,2011,7.34737,6.74079,2301,9,Line Drawing,3429,"Party Game, Real-time"
598,16747,Tumblin-Dice,2,4,45,45,45,2004,7.17312,6.73837,3226,13,Dice Rolling,3036,"Action / Dexterity, Dice, Party Game"
599,104710,Wiz-War (eighth edition),2,4,60,30,60,2012,7.11158,6.7361,4069,14,"Grid Movement, Hand Management, Modular Board, Player Elimination",6142,"Fantasy, Fighting"
600,154458,Akrotiri,2,2,45,45,45,2014,7.33757,6.73499,2327,13,"Action Point Allowance System, Hand Management, Pick-up and Deliver, Tile Placement",4023,"Civilization, Exploration"
601,156776,"Warhammer 40,000: Conquest",2,2,45,45,45,2014,7.42513,6.73143,2326,14,"Area Control / Area Influence, Hand Management, Set Collection",4556,"Card Game, Collectible Components, Fighting"
602,60,Vinci,3,6,90,90,90,1999,7.11594,6.73131,3788,14,"Area Control / Area Influence, Area Movement, Variable Player Powers",3523,"Ancient, Civilization, Territory Building"
603,104363,Rex: Final Days of an Empire,3,6,120,120,120,2012,7.13665,6.73048,3616,14,"Area Control / Area Influence, Auction/Bidding, Hand Management, Partnerships, Point to Point Movement, Variable Player Powers",6473,"Fighting, Negotiation, Political, Science Fiction"
604,184921,Bunny Kingdom,2,4,60,40,60,2017,7.43279,6.73017,2037,12,"Area Control / Area Influence, Card Drafting",3126,"Animals, Medieval, Territory Building"
605,141517,A Study in Emerald,2,5,90,90,90,2013,7.24205,6.72973,2750,13,"Area Control / Area Influence, Card Drafting, Deck / Pool Building, Hand Management, Partnerships, Point to Point Movement",3063,"Bluffing, Fantasy, Horror, Murder/Mystery, Novel-based, Political, Spies/Secret Agents, Zombies"
